,Customer,State,CustomerLifetimeValue,Response,Coverage,Education,EffectiveToDate,EmploymentStatus,Gender,Income,LocationCode,MaritalStatus,MonthlyPremiumAuto,MonthsSinceLastClaim,MonthsSincePolicyInception,NumberofOpenComplaints,NumberofPolicies,PolicyType,Policy,RenewOfferType,SalesChannel,ClaimAmount,VehicleClass,VehicleSize
7594,UW37050,Oregon,19896.42226,No,Extended,Bachelor,1/15/2011,Employed,F,60420.0,Urban,Married,248.0,8.0,74.0,0.0,8.0,Personal Auto,Personal L2,Offer2,Web,632.944366,Luxury SUV,Medsize
7595,FU51754,Arizona,5568.947534,Yes,Extended,High School or Below,1/1/2011,Unemployed,M,0.0,Suburban,Single,79.0,21.0,53.0,1.0,7.0,Personal Auto,Personal L2,Offer1,Agent,407.440238,Two-Door Car,Medsize
7596,CQ78705,Oregon,7145.29959,No,Extended,College,2/9/2011,Employed,F,92681.0,Suburban,Divorced,91.0,8.0,23.0,3.0,8.0,Personal Auto,Personal L1,Offer3,Web,436.8,Four-Door Car,Medsize
7597,UU81720,California,8113.962284,No,Basic,High School or Below,1/4/2011,Employed,F,41701.0,Rural,Married,68.0,16.0,74.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Agent,64.646458,Four-Door Car,Medsize
7598,DS47984,Arizona,3237.996209,Yes,Extended,Master,1/16/2011,Employed,M,60244.0,Urban,Married,83.0,3.0,72.0,3.0,1.0,Personal Auto,Personal L1,Offer3,Agent,326.281835,Four-Door Car,Medsize
7599,CB62406,Arizona,6803.596768,No,Premium,High School or Below,2/4/2011,Employed,M,43758.0,Suburban,Married,171.0,16.0,29.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Call Center,1129.929433,SUV,Medsize
7600,XD32841,Oregon,13897.38856,No,Premium,Bachelor,2/23/2011,Medical Leave,M,24378.0,Suburban,Married,188.0,18.0,34.0,0.0,5.0,Corporate Auto,Corporate L3,Offer1,Agent,902.4,SUV,Medsize
7601,EI10204,Oregon,15114.40241,Yes,Basic,High School or Below,1/19/2011,Medical Leave,F,28513.0,Suburban,Married,100.0,4.0,22.0,1.0,2.0,Personal Auto,Personal L2,Offer2,Call Center,480.0,SUV,Medsize
7602,XT67997,California,5979.724161,Yes,Extended,High School or Below,2/7/2011,Employed,F,57693.0,Suburban,Divorced,76.0,16.0,56.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Agent,547.2,Four-Door Car,Medsize
7603,GR31499,Oregon,2541.627614,No,Basic,Master,1/19/2011,Employed,F,23692.0,Suburban,Married,65.0,26.0,27.0,2.0,1.0,Personal Auto,Personal L3,Offer3,Agent,312.0,Two-Door Car,Medsize
7604,ML38237,California,8869.631143,No,Basic,High School or Below,1/19/2011,Unemployed,F,0.0,Suburban,Married,119.0,12.0,57.0,0.0,4.0,Corporate Auto,Corporate L1,Offer1,Agent,571.2,SUV,Medsize
7605,MP85571,Arizona,5558.31428,No,Premium,Bachelor,2/20/2011,Unemployed,F,0.0,Suburban,Single,188.0,5.0,61.0,4.0,1.0,Personal Auto,Personal L2,Offer3,Agent,2156.011022,SUV,Medsize
7606,KZ26788,Washington,4118.588554,Yes,Premium,Bachelor,1/28/2011,Employed,F,69379.0,Suburban,Single,103.0,14.0,79.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Branch,494.4,Two-Door Car,Medsize
7607,MA43940,Oregon,9343.198788,No,Basic,High School or Below,2/13/2011,Employed,M,75909.0,Suburban,Married,117.0,23.0,77.0,0.0,3.0,Special Auto,Special L3,Offer3,Branch,561.6,Sports Car,Medsize
7608,LX27768,Oregon,4202.663699,No,Basic,Bachelor,1/14/2011,Employed,F,74057.0,Suburban,Married,105.0,12.0,75.0,1.0,1.0,Personal Auto,Personal L2,Offer3,Branch,632.244063,SUV,Small
7609,TA89713,Oregon,5389.499465,Yes,Extended,College,1/7/2011,Employed,M,66429.0,Rural,Married,136.0,35.0,93.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,57.712985,Sports Car,Medsize
7610,JR72064,Arizona,8270.625331,No,Basic,High School or Below,1/9/2011,Employed,M,44656.0,Suburban,Married,70.0,2.0,80.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,336.0,Two-Door Car,Medsize
7611,WQ54314,Oregon,5737.233278,No,Basic,Bachelor,1/19/2011,Employed,F,56455.0,Suburban,Married,73.0,17.0,5.0,2.0,8.0,Personal Auto,Personal L1,Offer1,Agent,350.4,Four-Door Car,Small
7612,JM77470,Arizona,2352.3679,No,Basic,College,1/19/2011,Unemployed,F,0.0,Suburban,Divorced,64.0,4.0,61.0,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Branch,381.062306,Four-Door Car,Medsize
7613,IE97795,California,6878.008403,No,Extended,High School or Below,2/5/2011,Employed,M,39020.0,Suburban,Married,87.0,0.0,4.0,0.0,5.0,Corporate Auto,Corporate L1,Offer3,Agent,485.01384,Four-Door Car,Small
7614,YC53575,Oregon,8509.453945,No,Extended,High School or Below,1/24/2011,Unemployed,M,0.0,Suburban,Single,82.0,15.0,20.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,590.4,Four-Door Car,Medsize
7615,NZ26102,Oregon,2289.618736,No,Basic,High School or Below,2/28/2011,Unemployed,F,0.0,Suburban,Single,65.0,8.0,58.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,468.0,Four-Door Car,Small
7616,ZU88796,Arizona,2448.811216,No,Basic,Bachelor,1/21/2011,Employed,F,87802.0,Urban,Married,63.0,2.0,43.0,5.0,1.0,Personal Auto,Personal L2,Offer2,Agent,173.899238,Four-Door Car,Small
7617,SM42728,California,15925.05739,No,Extended,College,2/2/2011,Employed,M,34455.0,Suburban,Married,135.0,8.0,69.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Call Center,648.0,SUV,Medsize
7618,KW99972,California,10524.71154,No,Extended,High School or Below,1/9/2011,Employed,F,40332.0,Urban,Married,132.0,10.0,59.0,2.0,5.0,Personal Auto,Personal L3,Offer1,Branch,463.604317,Sports Car,Medsize
7619,ZB69355,Oregon,4082.704584,No,Basic,Bachelor,2/13/2011,Medical Leave,F,23206.0,Suburban,Married,107.0,31.0,60.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,513.6,Sports Car,Large
7620,RC67125,Arizona,10110.96161,No,Extended,College,1/8/2011,Employed,F,96506.0,Urban,Married,124.0,4.0,22.0,0.0,3.0,Corporate Auto,Corporate L3,Offer3,Agent,504.513989,SUV,Medsize
7621,JM88889,California,12244.9049,No,Premium,High School or Below,2/25/2011,Employed,F,46396.0,Urban,Married,103.0,11.0,79.0,1.0,2.0,Corporate Auto,Corporate L2,Offer1,Agent,384.01403,Four-Door Car,Medsize
7622,LM84166,California,3164.378577,No,Extended,Bachelor,1/29/2011,Unemployed,M,0.0,Suburban,Single,92.0,33.0,41.0,1.0,1.0,Personal Auto,Personal L1,Offer1,Agent,662.4,Two-Door Car,Medsize
7623,TR67616,Oregon,4731.366975,No,Basic,High School or Below,1/14/2011,Employed,M,30686.0,Rural,Single,61.0,22.0,45.0,0.0,3.0,Corporate Auto,Corporate L3,Offer2,Web,19.938981,Four-Door Car,Medsize
7624,FB95495,California,5677.642084,No,Basic,College,1/12/2011,Employed,M,53078.0,Suburban,Single,73.0,1.0,10.0,0.0,5.0,Personal Auto,Personal L3,Offer1,Branch,764.221884,Four-Door Car,Medsize
7625,JE99638,Arizona,7699.632103,No,Basic,Bachelor,2/3/2011,Medical Leave,M,23577.0,Rural,Married,68.0,1.0,67.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,91.815153,Four-Door Car,Medsize
7626,WZ65217,Nevada,14325.15261,No,Extended,Bachelor,2/11/2011,Unemployed,M,0.0,Suburban,Married,136.0,30.0,75.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,652.8,SUV,Medsize
7627,SQ87105,Oregon,4760.941906,No,Basic,Bachelor,2/24/2011,Unemployed,F,0.0,Suburban,Single,68.0,9.0,1.0,0.0,6.0,Corporate Auto,Corporate L3,Offer1,Web,489.6,Four-Door Car,Medsize
7628,VQ65197,California,8197.197078,No,Basic,College,1/6/2011,Unemployed,F,0.0,Suburban,Married,110.0,27.0,87.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Agent,528.0,SUV,Medsize
7629,YW72997,Arizona,7196.721128,No,Basic,High School or Below,1/8/2011,Unemployed,M,0.0,Suburban,Single,107.0,22.0,96.0,0.0,4.0,Personal Auto,Personal L2,Offer4,Web,770.4,SUV,Medsize
7630,KF50730,California,5235.573528,No,Extended,Bachelor,2/21/2011,Employed,F,71794.0,Urban,Married,131.0,19.0,48.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,457.471225,SUV,Medsize
7631,NP88319,Oregon,6945.016955,No,Basic,High School or Below,2/2/2011,Disabled,F,15850.0,Suburban,Married,61.0,28.0,14.0,0.0,2.0,Corporate Auto,Corporate L3,Offer4,Call Center,314.528138,Two-Door Car,Medsize
7632,OY96856,Oregon,8044.872393,Yes,Basic,Bachelor,2/19/2011,Employed,M,71391.0,Urban,Married,67.0,29.0,39.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,284.000172,Four-Door Car,Medsize
7633,AW84946,Arizona,4479.59882,No,Basic,Bachelor,2/4/2011,Employed,M,36349.0,Urban,Married,117.0,13.0,49.0,3.0,1.0,Personal Auto,Personal L2,Offer1,Agent,326.787526,SUV,Medsize
7634,ZI73222,California,15700.28436,No,Extended,High School or Below,2/1/2011,Unemployed,M,0.0,Suburban,Married,211.0,31.0,52.0,0.0,5.0,Personal Auto,Personal L3,Offer1,Web,1012.8,Luxury SUV,Medsize
7635,NM18924,Oregon,30286.68586,No,Basic,High School or Below,2/14/2011,Disabled,F,27587.0,Rural,Divorced,103.0,14.0,34.0,1.0,2.0,Corporate Auto,Corporate L3,Offer1,Call Center,241.141192,Sports Car,Medsize
7636,KR90607,Washington,3721.390713,No,Basic,College,2/26/2011,Unemployed,F,0.0,Suburban,Single,101.0,16.0,59.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,862.49778,SUV,Medsize
7637,ZY20779,Washington,4979.079933,No,Basic,High School or Below,1/29/2011,Unemployed,M,0.0,Suburban,Single,71.0,17.0,57.0,0.0,5.0,Personal Auto,Personal L1,Offer2,Agent,340.8,Two-Door Car,Medsize
7638,QC50643,California,5438.696611,No,Extended,Bachelor,1/25/2011,Employed,F,52721.0,Urban,Married,136.0,34.0,29.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,550.127548,SUV,Medsize
7639,RI44399,California,5871.607022,No,Extended,Bachelor,1/28/2011,Unemployed,F,0.0,Suburban,Single,80.0,24.0,20.0,0.0,7.0,Corporate Auto,Corporate L3,Offer1,Call Center,871.055266,Four-Door Car,Medsize
7640,YD45065,Oregon,8714.922135,Yes,Basic,College,2/21/2011,Unemployed,F,0.0,Suburban,Divorced,118.0,14.0,64.0,0.0,4.0,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize
7641,CE16324,Nevada,7288.297591,No,Extended,College,1/24/2011,Employed,F,59414.0,Urban,Married,91.0,23.0,21.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Call Center,340.32278,Two-Door Car,Medsize
7642,MZ82036,Nevada,4889.25278,No,Basic,College,2/20/2011,Employed,M,42536.0,Suburban,Divorced,63.0,30.0,57.0,0.0,6.0,Personal Auto,Personal L1,Offer2,Branch,375.330097,Four-Door Car,Medsize
7643,RL65736,Oregon,6274.447705,No,Extended,High School or Below,2/14/2011,Medical Leave,F,13662.0,Suburban,Single,85.0,29.0,37.0,0.0,3.0,Personal Auto,Personal L1,Offer1,Agent,408.0,Four-Door Car,Small
7644,TA75663,California,8024.992989,No,Basic,Master,2/12/2011,Employed,F,38702.0,Rural,Married,101.0,7.0,32.0,3.0,3.0,Personal Auto,Personal L3,Offer1,Web,253.364333,SUV,Large
7645,RJ40995,Arizona,2491.317024,Yes,Basic,Doctor,1/29/2011,Employed,M,36631.0,Rural,Divorced,62.0,30.0,77.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,67.530904,Four-Door Car,Large
7646,YO58424,Oregon,2580.849899,Yes,Basic,College,2/9/2011,Employed,M,46900.0,Suburban,Married,66.0,13.0,59.0,0.0,1.0,Corporate Auto,Corporate L1,Offer2,Web,316.8,Four-Door Car,Medsize
7647,FB80807,Oregon,5528.212807,Yes,Basic,Bachelor,1/19/2011,Employed,M,36088.0,Suburban,Single,72.0,16.0,31.0,0.0,9.0,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medsize
7648,GC40999,Oregon,11790.49617,Yes,Basic,College,1/3/2011,Retired,M,25251.0,Suburban,Divorced,66.0,13.0,43.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Web,316.8,Four-Door Car,Medsize
7649,MK56815,California,9591.232645,No,Premium,College,2/25/2011,Employed,M,54538.0,Urban,Married,119.0,32.0,63.0,0.0,6.0,Personal Auto,Personal L3,Offer1,Call Center,507.799325,Four-Door Car,Medsize
7650,UM39817,Oregon,8257.666512,Yes,Basic,Bachelor,1/12/2011,Disabled,F,23815.0,Suburban,Married,73.0,4.0,47.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Call Center,424.330166,Four-Door Car,Medsize
7651,TP61305,California,6062.441614,No,Extended,High School or Below,2/18/2011,Unemployed,M,0.0,Suburban,Single,84.0,1.0,94.0,0.0,5.0,Personal Auto,Personal L3,Offer1,Web,604.8,Four-Door Car,Medsize
7652,GJ31412,Oregon,6650.816974,No,Extended,Bachelor,2/14/2011,Employed,M,99494.0,Suburban,Married,83.0,11.0,65.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Agent,398.4,Four-Door Car,Small
7653,WQ18638,Oregon,5426.863953,No,Basic,High School or Below,2/25/2011,Employed,M,23105.0,Suburban,Married,69.0,15.0,21.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Agent,331.2,Two-Door Car,Small
7654,RQ79244,California,3362.551989,No,Extended,College,1/29/2011,Unemployed,F,0.0,Suburban,Single,97.0,28.0,29.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Branch,698.4,Four-Door Car,Medsize
7655,UQ24268,Oregon,14962.37103,No,Extended,High School or Below,2/12/2011,Unemployed,F,0.0,Suburban,Married,82.0,9.0,58.0,0.0,2.0,Personal Auto,Personal L1,Offer4,Agent,393.6,Four-Door Car,Medsize
7656,GQ15613,Arizona,8004.214781,No,Basic,High School or Below,1/7/2011,Employed,F,54008.0,Suburban,Married,67.0,18.0,90.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Branch,370.503286,Four-Door Car,Medsize
7657,YB19340,Oregon,9002.117386,No,Premium,High School or Below,2/25/2011,Employed,M,61374.0,Rural,Married,113.0,5.0,27.0,0.0,3.0,Corporate Auto,Corporate L1,Offer2,Call Center,210.100003,Two-Door Car,Medsize
7658,IA87250,Arizona,2620.903729,No,Basic,Master,2/7/2011,Employed,F,39278.0,Rural,Divorced,66.0,29.0,45.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Branch,65.590217,Four-Door Car,Medsize
7659,QC95625,California,12157.32992,Yes,Premium,High School or Below,2/27/2011,Employed,M,57449.0,Suburban,Single,103.0,6.0,28.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,494.4,Four-Door Car,Medsize
7660,JJ76159,California,2434.681155,No,Basic,College,1/15/2011,Employed,M,96045.0,Rural,Divorced,61.0,24.0,35.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Web,8.582971,Four-Door Car,Large
7661,TZ37274,Arizona,4628.280887,No,Basic,High School or Below,2/27/2011,Unemployed,M,0.0,Suburban,Single,62.0,32.0,31.0,0.0,3.0,Personal Auto,Personal L3,Offer3,Web,690.548602,Four-Door Car,Medsize
7662,IK12576,Oregon,4233.56878,No,Premium,Bachelor,2/13/2011,Employed,F,95647.0,Suburban,Single,106.0,11.0,30.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,508.8,Two-Door Car,Medsize
7663,YY46839,Washington,8482.456771,No,Premium,High School or Below,1/30/2011,Employed,F,29628.0,Suburban,Married,106.0,29.0,45.0,0.0,9.0,Corporate Auto,Corporate L2,Offer1,Agent,763.2,Two-Door Car,Medsize
7664,ZI72165,Arizona,4981.825724,No,Basic,High School or Below,1/26/2011,Employed,M,33176.0,Suburban,Married,63.0,22.0,75.0,0.0,3.0,Corporate Auto,Corporate L3,Offer3,Branch,302.4,Four-Door Car,Medsize
7665,VI35467,Nevada,4315.6705,No,Basic,Master,1/25/2011,Employed,F,89797.0,Rural,Married,106.0,19.0,8.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,70.958361,SUV,Small
7666,BM69081,Arizona,6947.524013,No,Basic,Bachelor,1/28/2011,Unemployed,M,0.0,Suburban,Single,100.0,5.0,54.0,0.0,7.0,Personal Auto,Personal L1,Offer2,Call Center,925.137143,SUV,Medsize
7667,TU27563,Oregon,3647.24611,No,Extended,Bachelor,1/10/2011,Employed,F,20694.0,Suburban,Married,94.0,29.0,89.0,1.0,1.0,Personal Auto,Personal L2,Offer2,Branch,451.2,Two-Door Car,Medsize
7668,LI13735,Oregon,3113.338974,No,Extended,Bachelor,2/3/2011,Employed,F,85586.0,Rural,Married,77.0,11.0,55.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Call Center,13.444132,Two-Door Car,Medsize
7669,DG23204,California,2595.558788,No,Basic,Doctor,1/27/2011,Employed,F,27734.0,Urban,Married,65.0,12.0,86.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,193.33986,Four-Door Car,Medsize
7670,HW16019,Oregon,7583.189638,No,Basic,Bachelor,2/8/2011,Disabled,M,24133.0,Rural,Married,68.0,20.0,42.0,0.0,2.0,Personal Auto,Personal L1,Offer4,Call Center,76.026046,Two-Door Car,Medsize
7671,GH54524,California,16973.74021,No,Premium,High School or Below,2/7/2011,Employed,M,69497.0,Rural,Married,142.0,30.0,31.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Agent,92.286763,SUV,Medsize
7672,HV16877,California,2721.585434,No,Basic,High School or Below,1/8/2011,Employed,F,43278.0,Suburban,Married,68.0,10.0,10.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Call Center,326.4,Four-Door Car,Small
7673,AY59197,Nevada,9521.222806,No,Extended,College,1/24/2011,Employed,M,27769.0,Rural,Married,121.0,24.0,78.0,0.0,6.0,Special Auto,Special L3,Offer4,Agent,123.15416,SUV,Small
7674,CB15842,California,8207.702516,No,Basic,High School or Below,2/16/2011,Employed,M,40420.0,Suburban,Married,104.0,2.0,10.0,0.0,7.0,Special Auto,Special L3,Offer1,Agent,499.2,SUV,Medsize
7675,SZ86381,Oregon,5112.570311,No,Basic,Bachelor,1/14/2011,Employed,M,56587.0,Suburban,Divorced,65.0,4.0,88.0,1.0,6.0,Personal Auto,Personal L3,Offer1,Web,312.0,Four-Door Car,Medsize
7676,QR88427,Nevada,4363.1982,No,Basic,Bachelor,1/31/2011,Unemployed,F,0.0,Suburban,Single,63.0,13.0,49.0,0.0,7.0,Personal Auto,Personal L3,Offer1,Agent,302.4,Four-Door Car,Small
7677,KJ87930,California,3886.504807,No,Basic,Bachelor,2/6/2011,Unemployed,F,0.0,Suburban,Single,112.0,13.0,59.0,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Agent,1185.988301,SUV,Medsize
7678,EW82164,California,4167.419574,No,Basic,Bachelor,2/3/2011,Employed,F,56901.0,Suburban,Married,104.0,29.0,82.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,499.2,SUV,Small
7679,RR37482,Washington,23055.57229,No,Premium,High School or Below,1/26/2011,Employed,M,41727.0,Rural,Married,117.0,18.0,84.0,1.0,2.0,Personal Auto,Personal L2,Offer1,Agent,82.25632,Four-Door Car,Medsize
7680,FY27460,California,4285.575678,No,Basic,College,1/8/2011,Employed,M,47823.0,Suburban,Married,108.0,26.0,71.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,518.4,Sports Car,Medsize
7681,QG61936,California,4516.811394,No,Extended,Master,1/2/2011,Unemployed,M,0.0,Suburban,Married,124.0,29.0,9.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Call Center,595.2,SUV,Medsize
7682,NI27358,Arizona,7255.137772,No,Basic,College,2/21/2011,Employed,F,67352.0,Urban,Married,181.0,7.0,80.0,1.0,1.0,Personal Auto,Personal L3,Offer3,Branch,560.947563,Luxury Car,Small
7683,GJ52970,California,7238.504049,No,Basic,High School or Below,1/3/2011,Unemployed,M,0.0,Suburban,Married,66.0,31.0,54.0,1.0,2.0,Personal Auto,Personal L3,Offer3,Call Center,393.645615,Four-Door Car,Medsize
7684,CE11308,Washington,3575.04124,No,Extended,College,1/22/2011,Employed,M,30244.0,Urban,Married,92.0,11.0,72.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Call Center,383.110633,Four-Door Car,Medsize
7685,ZF95586,Arizona,2476.046413,No,Basic,Master,1/12/2011,Employed,F,54831.0,Rural,Married,61.0,7.0,45.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Agent,136.2171,Four-Door Car,Medsize
7686,QX64770,Oregon,8221.870429,No,Premium,Master,1/11/2011,Medical Leave,F,13376.0,Suburban,Single,108.0,13.0,75.0,0.0,4.0,Personal Auto,Personal L3,Offer1,Agent,774.714929,Four-Door Car,Small
7687,LJ88616,Arizona,9868.595441,No,Extended,High School or Below,2/2/2011,Unemployed,M,0.0,Suburban,Single,99.0,25.0,23.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Agent,712.8,Four-Door Car,Medsize
7688,WE60408,Arizona,4339.871053,No,Basic,College,1/2/2011,Employed,F,91761.0,Suburban,Married,109.0,33.0,20.0,2.0,1.0,Personal Auto,Personal L1,Offer3,Branch,779.052276,SUV,Medsize
7689,ZH98656,Nevada,8593.866533,No,Basic,Master,2/28/2011,Employed,F,91276.0,Suburban,Married,105.0,14.0,4.0,0.0,4.0,Personal Auto,Personal L3,Offer1,Call Center,504.0,SUV,Large
7690,GH48715,Arizona,5623.757656,No,Basic,High School or Below,1/31/2011,Employed,F,77912.0,Rural,Single,71.0,2.0,21.0,1.0,3.0,Corporate Auto,Corporate L3,Offer3,Branch,23.89816,Four-Door Car,Medsize
7691,QL80621,Oregon,2249.874803,No,Basic,Bachelor,2/22/2011,Unemployed,F,0.0,Suburban,Divorced,62.0,6.0,2.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Web,297.6,Four-Door Car,Medsize
7692,EI57866,Arizona,2584.824329,No,Basic,Master,2/23/2011,Employed,M,60942.0,Urban,Married,64.0,11.0,56.0,0.0,1.0,Special Auto,Special L1,Offer2,Call Center,288.205261,Two-Door Car,Large
7693,QG51953,Oregon,4835.783179,No,Basic,College,1/29/2011,Employed,M,36655.0,Suburban,Married,61.0,15.0,81.0,0.0,9.0,Personal Auto,Personal L3,Offer1,Web,295.223164,Four-Door Car,Small
7694,EW34780,California,11315.20373,Yes,Premium,Bachelor,2/16/2011,Disabled,F,11885.0,Suburban,Divorced,101.0,18.0,39.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,484.8,Four-Door Car,Medsize
7695,UX92071,Oregon,6743.119265,No,Basic,High School or Below,1/4/2011,Unemployed,M,0.0,Suburban,Single,199.0,6.0,37.0,0.0,1.0,Personal Auto,Personal L1,Offer4,Call Center,955.2,Luxury SUV,Medsize
7696,LA78882,California,6297.002886,No,Basic,Bachelor,1/13/2011,Unemployed,M,0.0,Suburban,Single,189.0,15.0,51.0,1.0,1.0,Personal Auto,Personal L3,Offer1,Agent,1823.730828,Luxury Car,Medsize
7697,NC53424,California,4376.083958,No,Basic,Bachelor,1/14/2011,Unemployed,M,0.0,Suburban,Married,69.0,21.0,70.0,4.0,3.0,Personal Auto,Personal L2,Offer4,Web,331.2,Two-Door Car,Medsize
7698,JO63462,California,3307.99904,No,Extended,Bachelor,2/28/2011,Employed,M,79797.0,Rural,Divorced,84.0,27.0,46.0,0.0,1.0,Corporate Auto,Corporate L2,Offer4,Branch,31.755601,Two-Door Car,Medsize
7699,UW68708,California,5009.595291,No,Basic,Bachelor,1/20/2011,Unemployed,F,0.0,Suburban,Single,69.0,20.0,95.0,0.0,4.0,Personal Auto,Personal L2,Offer1,Web,496.8,Four-Door Car,Medsize
7700,EV53200,Nevada,21504.3388,No,Basic,College,1/8/2011,Employed,M,60228.0,Urban,Divorced,112.0,23.0,28.0,1.0,2.0,Personal Auto,Personal L2,Offer1,Agent,286.102971,SUV,Medsize
7701,GX11087,California,3907.028747,No,Basic,High School or Below,1/28/2011,Unemployed,F,0.0,Suburban,Single,109.0,2.0,8.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,666.042098,SUV,Medsize
7702,PD32641,Oregon,5785.223477,No,Basic,College,1/24/2011,Employed,M,31320.0,Urban,Married,72.0,30.0,95.0,0.0,5.0,Personal Auto,Personal L3,Offer1,Branch,293.86579,Four-Door Car,Medsize
7703,SI26888,Nevada,4764.189722,No,Basic,High School or Below,2/7/2011,Unemployed,F,0.0,Suburban,Single,67.0,18.0,73.0,0.0,8.0,Personal Auto,Personal L3,Offer1,Web,405.527937,Four-Door Car,Medsize
7704,QB14087,California,4869.282783,No,Basic,College,1/19/2011,Employed,F,44934.0,Suburban,Married,61.0,9.0,60.0,0.0,4.0,Personal Auto,Personal L1,Offer1,Agent,357.926979,Four-Door Car,Medsize
7705,HO92982,California,8405.752991,No,Basic,High School or Below,1/30/2011,Employed,M,85355.0,Suburban,Married,71.0,34.0,47.0,2.0,2.0,Personal Auto,Personal L2,Offer2,Call Center,458.568921,Two-Door Car,Small
7706,OG71924,Oregon,6966.142868,No,Extended,Master,2/26/2011,Unemployed,F,0.0,Urban,Married,93.0,28.0,3.0,0.0,8.0,Personal Auto,Personal L3,Offer2,Branch,436.143226,Four-Door Car,Large
7707,MZ23183,Oregon,4224.832303,No,Basic,Bachelor,1/25/2011,Unemployed,M,0.0,Suburban,Single,63.0,9.0,88.0,0.0,8.0,Personal Auto,Personal L3,Offer1,Call Center,453.6,Four-Door Car,Medsize
7708,JP88955,Oregon,8876.667487,No,Basic,High School or Below,2/6/2011,Employed,M,30525.0,Urban,Single,115.0,24.0,35.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Call Center,368.022992,Sports Car,Small
7709,ZT63368,Arizona,2618.80573,No,Basic,College,2/20/2011,Unemployed,M,0.0,Suburban,Single,74.0,2.0,51.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,470.956628,Four-Door Car,Medsize
7710,OP60201,Oregon,2203.439795,No,Basic,College,2/26/2011,Unemployed,M,0.0,Suburban,Single,72.0,33.0,6.0,2.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,518.715288,Four-Door Car,Medsize
7711,JZ63423,Arizona,5321.108879,No,Extended,College,1/13/2011,Employed,M,67431.0,Suburban,Divorced,136.0,28.0,17.0,1.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,652.8,SUV,Large
7712,UV99893,Arizona,2885.407442,No,Basic,Bachelor,1/30/2011,Employed,F,92722.0,Rural,Married,72.0,34.0,45.0,1.0,1.0,Corporate Auto,Corporate L3,Offer2,Call Center,28.126402,Two-Door Car,Small
7713,BI38192,Oregon,7937.064822,No,Basic,High School or Below,2/1/2011,Employed,F,22862.0,Suburban,Married,67.0,9.0,40.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,321.6,Two-Door Car,Medsize
7714,GR76453,Oregon,4942.873707,No,Basic,High School or Below,1/23/2011,Employed,M,82093.0,Urban,Divorced,62.0,17.0,3.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Branch,266.932542,Four-Door Car,Medsize
